"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"13-Mar-2019","EQ","387.90","393.25","384.30","388.20","391.15","391.90","389.13","393.25","256.50",19574619,"7,617,126,028.30",150225
"12-Mar-2019","EQ","378.00","389.00","377.35","375.85","388.70","388.20","386.34","389.00","256.50",37108265,"14,336,524,396.20",200154
"11-Mar-2019","EQ","371.80","378.40","370.00","370.60","375.40","375.85","375.79","383.55","256.50",11449587,"4,302,600,072.90",142026
"08-Mar-2019","EQ","369.80","373.40","367.65","370.80","370.70","370.60","370.45","383.55","256.50",16143455,"5,980,341,593.80",120256
"07-Mar-2019","EQ","371.50","374.00","368.50","371.95","370.30","370.80","370.80","383.55","256.50",15355303,"5,693,784,331.00",123402
"06-Mar-2019","EQ","365.25","372.85","365.25","363.25","371.25","371.95","370.13","383.55","256.50",31436190,"11,635,522,989.70",169716
"05-Mar-2019","EQ","355.00","364.15","352.80","354.25","361.75","363.25","358.98","383.55","256.50",17638277,"6,331,819,070.40",183568
"01-Mar-2019","EQ","352.05","355.00","350.65","350.15","354.10","354.25","352.79","383.55","256.50",14190221,"5,006,184,572.15",103390
"28-Feb-2019","EQ","348.45","351.75","345.00","345.55","351.05","350.15","347.90","383.55","256.50",18347113,"6,383,005,151.50",138237
"27-Feb-2019","EQ","351.00","354.70","343.30","348.20","345.30","345.55","347.94","383.55","256.50",17325417,"6,028,256,161.95",146248
"26-Feb-2019","EQ","350.00","352.70","346.60","355.60","348.50","348.20","349.40","383.55","256.50",18096382,"6,322,792,025.05",126835
"25-Feb-2019","EQ","353.05","357.45","353.05","352.05","355.70","355.60","355.64","383.55","256.50",10344411,"3,678,918,945.50",110291
"22-Feb-2019","EQ","351.40","354.10","351.30","351.30","352.00","352.05","352.44","383.55","256.50",10997730,"3,876,001,804.85",109519
"21-Feb-2019","EQ","346.80","354.95","346.25","345.20","351.50","351.30","352.18","383.55","256.50",18631331,"6,561,502,806.95",189357
"20-Feb-2019","EQ","345.00","347.60","342.35","343.25","345.70","345.20","345.19","383.55","256.50",9474758,"3,270,564,641.90",85473
"19-Feb-2019","EQ","339.10","350.40","339.10","338.75","342.70","343.25","345.90","383.55","256.50",14384763,"4,975,726,980.45",138835
"18-Feb-2019","EQ","342.20","343.00","337.55","342.15","338.50","338.75","339.70","383.55","256.50",10601490,"3,601,345,683.95",165466
"15-Feb-2019","EQ","344.05","347.75","340.60","343.95","342.60","342.15","343.61","383.55","256.50",20316848,"6,981,109,543.30",190243
"14-Feb-2019","EQ","339.85","346.85","336.15","339.75","343.95","343.95","342.29","383.55","256.50",15172596,"5,193,503,695.80",157343
"13-Feb-2019","EQ","345.05","347.75","339.05","344.30","339.50","339.75","343.01","383.55","256.50",11742509,"4,027,750,963.30",152703
"12-Feb-2019","EQ","349.00","352.00","343.25","350.05","344.00","344.30","348.35","383.55","256.50",14924394,"5,198,950,700.00",109500
"11-Feb-2019","EQ","354.60","354.70","349.05","355.10","351.50","350.05","351.61","383.55","256.50",9419635,"3,312,040,714.00",74604
"08-Feb-2019","EQ","356.90","358.40","350.75","358.65","354.45","355.10","354.14","383.55","256.50",9308651,"3,296,590,691.40",97532
"07-Feb-2019","EQ","359.10","361.80","356.50","359.30","358.45","358.65","359.43","383.55","256.50",10247434,"3,683,213,888.15",110616
"06-Feb-2019","EQ","353.60","361.90","353.20","352.65","359.25","359.30","358.86","383.55","256.50",15396216,"5,525,113,789.40",131273
"05-Feb-2019","EQ","354.60","356.10","348.85","354.55","353.50","352.65","352.04","383.55","256.50",12197271,"4,293,958,415.10",115648
"04-Feb-2019","EQ","351.00","356.90","346.00","354.65","354.70","354.55","351.33","383.55","256.50",17039321,"5,986,494,240.55",97597
"01-Feb-2019","EQ","364.50","364.90","348.75","364.45","353.35","354.65","357.38","383.55","256.50",25605469,"9,150,847,913.80",253706
