Table name,State Code,District Code,Sub-District Code,Area name,Mother tongue code,Mother tongue name,Total Persons,Total Males,Total Females,Rural Persons,Rural Males,Rural Females,Urban Persons,Urban Males,Urban Females
C0116,00,000,00000,INDIA,043005, Garo,1125359,566507,558852,1004106,507048,497058,121253,59459,61794
C0116,00,000,00000,INDIA,043999,43 Others,19964,10021,9943,18536,9311,9225,1428,710,718
C0116,00,000,00000,INDIA,044000,44 GONDI,2984453,1476174,1508279,2870691,1418316,1452375,113762,57858,55904
C0116,00,000,00000,INDIA,044002, Dorli,47701,23690,24011,44769,22039,22730,2932,1651,1281
C0116,00,000,00000,INDIA,044007, Gondi,2856581,1412226,1444355,2751694,1359001,1392693,104887,53225,51662
C0116,00,000,00000,INDIA,044013, Kalari,26769,13358,13411,25711,12821,12890,1058,537,521
C0116,00,000,00000,INDIA,044017, Maria/ Muria,15864,7825,8039,15427,7582,7845,437,243,194
C0116,00,000,00000,INDIA,044999,44 Others,37538,19075,18463,33090,16873,16217,4448,2202,2246
C0116,00,000,00000,INDIA,045000,45 HALABI,766297,376881,389416,691366,340022,351344,74931,36859,38072
C0116,00,000,00000,INDIA,045001, Halabi,765464,376440,389024,690605,339617,350988,74859,36823,38036
C0116,00,000,00000,INDIA,045999,45 Others,833,441,392,761,405,356,72,36,36
C0116,00,000,00000,INDIA,046000,46 HALAM ,38915,19667,19248,36086,18267,17819,2829,1400,1429
C0116,00,000,00000,INDIA,046003, Halam,26534,13382,13152,24052,12174,11878,2482,1208,1274
C0116,00,000,00000,INDIA,046999,46 Others,12381,6285,6096,12034,6093,5941,347,192,155
C0116,00,000,00000,INDIA,047000,47 HMAR,98988,49558,49430,78693,39694,38999,20295,9864,10431
C0116,00,000,00000,INDIA,047001, Hmar,98988,49558,49430,78693,39694,38999,20295,9864,10431
C0116,00,000,00000,INDIA,048000,48 HO,1421418,703538,717880,1304816,645100,659716,116602,58438,58164
C0116,00,000,00000,INDIA,048004, Ho,1410996,698250,712746,1295556,640402,655154,115440,57848,57592
C0116,00,000,00000,INDIA,048007, Lohara,10422,5288,5134,9260,4698,4562,1162,590,572
C0116,00,000,00000,INDIA,049000,49 JATAPU ,20028,9535,10493,19960,9500,10460,68,35,33
C0116,00,000,00000,INDIA,049002, Jatapu,19990,9516,10474,19940,9490,10450,50,26,24
C0116,00,000,00000,INDIA,049999,49 Others,38,19,19,20,10,10,18,9,9
C0116,00,000,00000,INDIA,050000,50 JUANG ,30378,14889,15489,30274,14832,15442,104,57,47
C0116,00,000,00000,INDIA,050001, Juang,30378,14889,15489,30274,14832,15442,104,57,47
C0116,00,000,00000,INDIA,051000,51 KABUI ,122931,61268,61663,87684,44025,43659,35247,17243,18004
C0116,00,000,00000,INDIA,051003, Kabui,54220,26869,27351,38390,19248,19142,15830,7621,8209
C0116,00,000,00000,INDIA,051005, Rongmei,68706,34396,34310,49293,24776,24517,19413,9620,9793
C0116,00,000,00000,INDIA,051999,51 Others ,5,3,2,1,1,0,4,2,2
C0116,00,000,00000,INDIA,052000,52 KARBI/MIKIR ,528503,267064,261439,481209,243400,237809,47294,23664,23630
C0116,00,000,00000,INDIA,052002, Karbi/Mikir,528503,267064,261439,481209,243400,237809,47294,23664,23630
C0116,00,000,00000,INDIA,053000,53 KHANDESHI,1860236,953302,906934,1656161,848855,807306,204075,104447,99628
C0116,00,000,00000,INDIA,053002, Ahirani,1636465,840261,796204,1447847,743786,704061,188618,96475,92143
C0116,00,000,00000,INDIA,053004, Dangi,150674,75138,75536,145952,72795,73157,4722,2343,2379
C0116,00,000,00000,INDIA,053005, Gujari,57171,29795,27376,54112,28080,26032,3059,1715,1344
C0116,00,000,00000,INDIA,053006, Khandeshi,10670,5480,5190,3651,1889,1762,7019,3591,3428
C0116,00,000,00000,INDIA,053999,53 Others,5256,2628,2628,4599,2305,2294,657,323,334
C0116,00,000,00000,INDIA,054000,54 KHARIA ,297614,146937,150677,273169,135112,138057,24445,11825,12620
C0116,00,000,00000,INDIA,054005, Kharia,293665,144973,148692,269374,133223,136151,24291,11750,12541
C0116,00,000,00000,INDIA,054999,54 Others,3949,1964,1985,3795,1889,1906,154,75,79
C0116,00,000,00000,INDIA,055000,55 KHASI ,1431344,703717,727627,1139710,566942,572768,291634,136775,154859
C0116,00,000,00000,INDIA,055007, Khasi,1037964,510477,527487,781894,390047,391847,256070,120430,135640
C0116,00,000,00000,INDIA,055009, Lyngngam,11586,5840,5746,11569,5830,5739,17,10,7
C0116,00,000,00000,INDIA,055012, Pnar/Synteng,319324,156818,162506,289379,142910,146469,29945,13908,16037
C0116,00,000,00000,INDIA,055015, War,51558,25482,26076,50201,24872,25329,1357,610,747
C0116,00,000,00000,INDIA,055999,55 Others ,10912,5100,5812,6667,3283,3384,4245,1817,2428
C0116,00,000,00000,INDIA,056000,56 KHEZHA ,41625,21126,20499,33965,17293,16672,7660,3833,3827
C0116,00,000,00000,INDIA,056003, Khezha,36383,18367,18016,28868,14615,14253,7515,3752,3763
C0116,00,000,00000,INDIA,056999,56 Others ,5242,2759,2483,5097,2678,2419,145,81,64
C0116,00,000,00000,INDIA,057000,57 KHIEMNUNGAN,61983,32414,29569,55262,28838,26424,6721,3576,3145
C0116,00,000,00000,INDIA,057001, Khiemnungan,61968,32405,29563,55261,28837,26424,6707,3568,3139
C0116,00,000,00000,INDIA,057999,57 Others ,15,9,6,1,1,0,14,8,6
C0116,00,000,00000,INDIA,058000,58 KHOND/KONDH ,155548,74709,80839,153796,73774,80022,1752,935,817
C0116,00,000,00000,INDIA,058001, Khond/Kondh,111693,53913,57780,110122,53070,57052,1571,843,728
C0116,00,000,00000,INDIA,058006, Kuvi,43855,20796,23059,43674,20704,22970,181,92,89
C0116,00,000,00000,INDIA,059000,59 KINNAURI ,83561,40785,42776,80245,39081,41164,3316,1704,1612
C0116,00,000,00000,INDIA,059003, Kinnauri,83427,40711,42716,80211,39058,41153,3216,1653,1563
C0116,00,000,00000,INDIA,059999,59 Others,134,74,60,34,23,11,100,51,49
C0116,00,000,00000,INDIA,060000,60 KISAN ,206100,102398,103702,189730,94304,95426,16370,8094,8276
C0116,00,000,00000,INDIA,060002, Kisan,206100,102398,103702,189730,94304,95426,16370,8094,8276
C0116,00,000,00000,INDIA,061000,61 KOCH ,36434,18295,18139,34861,17536,17325,1573,759,814
C0116,00,000,00000,INDIA,061002, Koch,33962,17069,16893,32431,16331,16100,1531,738,793
C0116,00,000,00000,INDIA,061999,61 Others,2472,1226,1246,2430,1205,1225,42,21,21
C0116,00,000,00000,INDIA,062000,62 KODA/KORA ,47268,23559,23709,42764,21308,21456,4504,2251,2253
C0116,00,000,00000,INDIA,062003, Koda/Kora,47181,23518,23663,42683,21270,21413,4498,2248,2250
C0116,00,000,00000,INDIA,062999,62 Others ,87,41,46,81,38,43,6,3,3
C0116,00,000,00000,INDIA,063000,63 KOLAMI ,128451,64423,64028,126112,63187,62925,2339,1236,1103
C0116,00,000,00000,INDIA,063001, Kolami,128451,64423,64028,126112,63187,62925,2339,1236,1103
C0116,00,000,00000,INDIA,064000,64 KOM,15108,7483,7625,13788,6855,6933,1320,628,692
C0116,00,000,00000,INDIA,064001, Kom,15108,7483,7625,13788,6855,6933,1320,628,692
C0116,00,000,00000,INDIA,065000,65 KONDA,60699,30039,30660,59421,29031,30390,1278,1008,270
C0116,00,000,00000,INDIA,065002, Kodu,32166,15880,16286,31080,15002,16078,1086,878,208
C0116,00,000,00000,INDIA,065003, Konda,24987,12380,12607,24836,12276,12560,151,104,47
C0116,00,000,00000,INDIA,065999,65 Others ,3546,1779,1767,3505,1753,1752,41,26,15
C0116,00,000,00000,INDIA,066000,66 KONYAK ,244477,127807,116670,211984,111078,100906,32493,16729,15764
C0116,00,000,00000,INDIA,066001, Konyak,244477,127807,116670,211984,111078,100906,32493,16729,15764
C0116,00,000,00000,INDIA,067000,67 KORKU ,727133,368285,358848,716922,362861,354061,10211,5424,4787
C0116,00,000,00000,INDIA,067001, Korku,688053,348620,339433,678097,343346,334751,9956,5274,4682
C0116,00,000,00000,INDIA,067004, Muwasi,35827,18001,17826,35594,17867,17727,233,134,99
C0116,00,000,00000,INDIA,067999,67 Others ,3253,1664,1589,3231,1648,1583,22,16,6
C0116,00,000,00000,INDIA,068000,68 KORWA ,28453,14303,14150,24275,12237,12038,4178,2066,2112
C0116,00,000,00000,INDIA,068003, Koraku,16154,8067,8087,15654,7822,7832,500,245,255
C0116,00,000,00000,INDIA,068999,68 Others ,12299,6236,6063,8621,4415,4206,3678,1821,1857
C0116,00,000,00000,INDIA,069000,69 KOYA ,407423,197697,209726,402214,195055,207159,5209,2642,2567
C0116,00,000,00000,INDIA,069002, Koya,407423,197697,209726,402214,195055,207159,5209,2642,2567
C0116,00,000,00000,INDIA,070000,70 KUI ,941488,451412,490076,920283,441643,478640,21205,9769,11436
C0116,00,000,00000,INDIA,070001, Kui,941377,451357,490020,920177,441591,478586,21200,9766,11434
C0116,00,000,00000,INDIA,070999,70 Others ,111,55,56,106,52,54,5,3,2
C0116,00,000,00000,INDIA,071000,71 KUKI,83968,43025,40943,68117,34757,33360,15851,8268,7583
C0116,00,000,00000,INDIA,071008, Kuki,82049,42021,40028,66261,33785,32476,15788,8236,7552
C0116,00,000,00000,INDIA,071999,71 Others ,1919,1004,915,1856,972,884,63,32,31
C0116,00,000,00000,INDIA,072000,72 KURUKH/ORAON ,1988350,993346,995004,1808916,904217,904699,179434,89129,90305
C0116,00,000,00000,INDIA,072024, Kurukh/Oraon,1976920,986869,990051,1800364,899679,900685,176556,87190,89366
C0116,00,000,00000,INDIA,072999,72 Others ,11430,6477,4953,8552,4538,4014,2878,1939,939
C0116,00,000,00000,INDIA,073000,73 LADAKHI ,14952,8885,6067,9829,5723,4106,5123,3162,1961
C0116,00,000,00000,INDIA,073003, Ladakhi,14952,8885,6067,9829,5723,4106,5123,3162,1961
C0116,00,000,00000,INDIA,074000,74 LAHAULI ,11574,5765,5809,8281,4150,4131,3293,1615,1678
C0116,00,000,00000,INDIA,074002, Lahauli,11162,5545,5617,7929,3957,3972,3233,1588,1645
C0116,00,000,00000,INDIA,074999,74 Others ,412,220,192,352,193,159,60,27,33
C0116,00,000,00000,INDIA,075000,75 LAHNDA ,108791,55889,52902,54373,28016,26357,54418,27873,26545
C0116,00,000,00000,INDIA,075001, Bahawal Puri,29253,15063,14190,1735,912,823,27518,14151,13367
C0116,00,000,00000,INDIA,075006, Hindi Multani,61722,31672,30050,40851,21112,19739,20871,10560,10311
C0116,00,000,00000,INDIA,075999,75 Others ,17816,9154,8662,11787,5992,5795,6029,3162,2867
C0116,00,000,00000,INDIA,076000,76 LAKHER,42429,21241,21188,28067,14024,14043,14362,7217,7145
C0116,00,000,00000,INDIA,076002, Mara,38671,19402,19269,25931,12995,12936,12740,6407,6333
C0116,00,000,00000,INDIA,076999,76 Others ,3758,1839,1919,2136,1029,1107,1622,810,812
C0116,00,000,00000,INDIA,077000,77 LALUNG ,33921,17033,16888,32617,16368,16249,1304,665,639
C0116,00,000,00000,INDIA,077001, Lalung,33921,17033,16888,32617,16368,16249,1304,665,639
C0116,00,000,00000,INDIA,078000,78 LEPCHA ,47331,24162,23169,42597,21866,20731,4734,2296,2438
C0116,00,000,00000,INDIA,078001, Lepcha,47331,24162,23169,42597,21866,20731,4734,2296,2438
C0116,00,000,00000,INDIA,079000,79 LIANGMEI ,49811,25564,24247,46996,24204,22792,2815,1360,1455
C0116,00,000,00000,INDIA,079002, Liangmei,48388,24837,23551,45735,23546,22189,2653,1291,1362
C0116,00,000,00000,INDIA,079999,79 Others ,1423,727,696,1261,658,603,162,69,93
C0116,00,000,00000,INDIA,080000,80 LIMBU ,40835,21307,19528,39120,20439,18681,1715,868,847
C0116,00,000,00000,INDIA,080002, Limbu,38067,19842,18225,36663,19134,17529,1404,708,696
C0116,00,000,00000,INDIA,080999,80 Others ,2768,1465,1303,2457,1305,1152,311,160,151
C0116,00,000,00000,INDIA,081000,81 LOTHA ,179467,90406,89061,128240,64781,63459,51227,25625,25602
C0116,00,000,00000,INDIA,081001, Lotha,179467,90406,89061,128240,64781,63459,51227,25625,25602
C0116,00,000,00000,INDIA,082000,82 LUSHAI/MIZO ,830846,412349,418497,318218,161575,156643,512628,250774,261854
C0116,00,000,00000,INDIA,082005, Lushai/Mizo,825900,409882,416018,313350,159154,154196,512550,250728,261822
C0116,00,000,00000,INDIA,082999,82 Others ,4946,2467,2479,4868,2421,2447,78,46,32
C0116,00,000,00000,INDIA,083000,83 MALTO ,234991,118822,116169,233413,118035,115378,1578,787,791
C0116,00,000,00000,INDIA,083002, Pahariya,152814,76168,76646,151760,75620,76140,1054,548,506
C0116,00,000,00000,INDIA,083004, Kulehiya,75776,39489,36287,75690,39443,36247,86,46,40
C0116,00,000,00000,INDIA,083999,83 Others,6401,3165,3236,5963,2972,2991,438,193,245
C0116,00,000,00000,INDIA,084000,84 MAO,240205,124393,115812,232313,120592,111721,7892,3801,4091
C0116,00,000,00000,INDIA,084001, Mao,97195,49480,47715,90485,46249,44236,6710,3231,3479
C0116,00,000,00000,INDIA,084003, Paola,143001,74908,68093,141825,74341,67484,1176,567,609
C0116,00,000,00000,INDIA,084999,84 Others ,9,5,4,3,2,1,6,3,3
C0116,00,000,00000,INDIA,085000,85 MARAM,32460,16596,15864,32181,16457,15724,279,139,140
C0116,00,000,00000,INDIA,085001, Maram ,32460,16596,15864,32181,16457,15724,279,139,140
C0116,00,000,00000,INDIA,086000,86 MARING ,25814,13058,12756,25287,12781,12506,527,277,250
C0116,00,000,00000,INDIA,086001, Maring,25814,13058,12756,25287,12781,12506,527,277,250
C0116,00,000,00000,INDIA,087000,87 MIRI/MISHING,629954,320282,309672,616089,313262,302827,13865,7020,6845
C0116,00,000,00000,INDIA,087003, Miri/Mishing,629954,320282,309672,616089,313262,302827,13865,7020,6845
C0116,00,000,00000,INDIA,088000,88 MISHMI ,44100,21725,22375,38814,19140,19674,5286,2585,2701
C0116,00,000,00000,INDIA,088007, Mishmi,15871,7865,8006,13864,6849,7015,2007,1016,991
C0116,00,000,00000,INDIA,088999,88 Others ,28229,13860,14369,24950,12291,12659,3279,1569,1710
C0116,00,000,00000,INDIA,089000,89 MOGH ,36665,18481,18184,35495,17863,17632,1170,618,552
C0116,00,000,00000,INDIA,089004, Mogh,36652,18473,18179,35487,17857,17630,1165,616,549
C0116,00,000,00000,INDIA,089999,89 Others ,13,8,5,8,6,2,5,2,3
C0116,00,000,00000,INDIA,090000,90 MONPA ,13703,7072,6631,9912,5071,4841,3791,2001,1790
C0116,00,000,00000,INDIA,090003, Monpa,13703,7072,6631,9912,5071,4841,3791,2001,1790
C0116,00,000,00000,INDIA,091000,91 MUNDA,505922,253115,252807,456585,228081,228504,49337,25034,24303
C0116,00,000,00000,INDIA,091006, Kol,19868,9936,9932,18965,9488,9477,903,448,455
C0116,00,000,00000,INDIA,091009, Munda,464817,232259,232558,420276,209767,210509,44541,22492,22049
C0116,00,000,00000,INDIA,091999,91 Others ,21237,10920,10317,17344,8826,8518,3893,2094,1799
C0116,00,000,00000,INDIA,092000,92 MUNDARI ,1128228,563608,564620,1042230,520851,521379,85998,42757,43241
C0116,00,000,00000,INDIA,092005, Mundari,1128050,563561,564489,1042110,520838,521272,85940,42723,43217
C0116,00,000,00000,INDIA,092999,92 Others,178,47,131,120,13,107,58,34,24
C0116,00,000,00000,INDIA,093000,93 NICOBARESE ,29099,14974,14125,26970,13936,13034,2129,1038,1091
C0116,00,000,00000,INDIA,093001, Nicobarese,29099,14974,14125,26970,13936,13034,2129,1038,1091
C0116,00,000,00000,INDIA,094000,94 NISSI/DAFLA ,406532,198973,207559,329041,161380,167661,77491,37593,39898
C0116,00,000,00000,INDIA,094001, Apatani,44815,21848,22967,28997,14415,14582,15818,7433,8385
C0116,00,000,00000,INDIA,094007, Nissi/Dafla,289166,141051,148115,239992,117040,122952,49174,24011,25163
C0116,00,000,00000,INDIA,094008, Tagin,62897,31055,31842,50931,25190,25741,11966,5865,6101
C0116,00,000,00000,INDIA,094999,94 Others ,9654,5019,4635,9121,4735,4386,533,284,249
C0116,00,000,00000,INDIA,095000,95 NOCTE ,30839,15436,15403,24461,12378,12083,6378,3058,3320
C0116,00,000,00000,INDIA,095003, Nocte,29810,14930,14880,23570,11931,11639,6240,2999,3241
C0116,00,000,00000,INDIA,095999,95 Others ,1029,506,523,891,447,444,138,59,79
C0116,00,000,00000,INDIA,096000,96 PAITE,79507,39433,40074,68329,33881,34448,11178,5552,5626
C0116,00,000,00000,INDIA,096002, Paite,79443,39397,40046,68299,33865,34434,11144,5532,5612
C0116,00,000,00000,INDIA,096999,96 Others ,64,36,28,30,16,14,34,20,14
C0116,00,000,00000,INDIA,097000,97 PARJI ,52349,25951,26398,51776,25653,26123,573,298,275
C0116,00,000,00000,INDIA,097001, Dhurwa,45938,22781,23157,45453,22539,22914,485,242,243
C0116,00,000,00000,INDIA,097999,97 Others ,6411,3170,3241,6323,3114,3209,88,56,32
C0116,00,000,00000,INDIA,098000,98 PAWI ,28639,14292,14347,19131,9621,9510,9508,4671,4837
C0116,00,000,00000,INDIA,098001, Pawi,28639,14292,14347,19131,9621,9510,9508,4671,4837
C0116,00,000,00000,INDIA,100000,100 PHOM ,54416,28351,26065,43834,22941,20893,10582,5410,5172
C0116,00,000,00000,INDIA,100001, Phom,54416,28351,26065,43834,22941,20893,10582,5410,5172
C0116,00,000,00000,INDIA,101000,101 POCHURY,21654,11067,10587,20560,10479,10081,1094,588,506
C0116,00,000,00000,INDIA,101006, Pochury,21568,11020,10548,20499,10443,10056,1069,577,492
C0116,00,000,00000,INDIA,101999,101 Others ,86,47,39,61,36,25,25,11,14
C0116,00,000,00000,INDIA,102000,102 RABHA ,139986,70802,69184,135048,68243,66805,4938,2559,2379
C0116,00,000,00000,INDIA,102002, Rabha,139985,70802,69183,135047,68243,66804,4938,2559,2379
C0116,00,000,00000,INDIA,102999,102 Others ,1,0,1,1,0,1,0,0,0
C0116,00,000,00000,INDIA,103000,103 RAI ,15644,8069,7575,14707,7567,7140,937,502,435
C0116,00,000,00000,INDIA,103003, Rai,10427,5339,5088,9660,4927,4733,767,412,355
C0116,00,000,00000,INDIA,103999,103 Others ,5217,2730,2487,5047,2640,2407,170,90,80
C0116,00,000,00000,INDIA,104000,104 RENGMA ,65328,32444,32884,54967,27343,27624,10361,5101,5260
C0116,00,000,00000,INDIA,104001, Rengma,65328,32444,32884,54967,27343,27624,10361,5101,5260
C0116,00,000,00000,INDIA,105000,105 SANGTAM ,76000,38664,37336,55165,28099,27066,20835,10565,10270
C0116,00,000,00000,INDIA,105004, Sangtam,75684,38510,37174,55089,28061,27028,20595,10449,10146
C0116,00,000,00000,INDIA,105999,105 Others ,316,154,162,76,38,38,240,116,124
C0116,00,000,00000,INDIA,106000,106 SAVARA,409549,200366,209183,402669,196839,205830,6880,3527,3353
C0116,00,000,00000,INDIA,106004, Savara,409481,200336,209145,402607,196813,205794,6874,3523,3351
C0116,00,000,00000,INDIA,106999,106 Others ,68,30,38,62,26,36,6,4,2
C0116,00,000,00000,INDIA,107000,107 SEMA,10802,5498,5304,4696,2438,2258,6106,3060,3046
C0116,00,000,00000,INDIA,107002, Sema,10802,5498,5304,4696,2438,2258,6106,3060,3046
C0116,00,000,00000,INDIA,108000,108 SHERPA ,16012,8344,7668,13847,7210,6637,2165,1134,1031
C0116,00,000,00000,INDIA,108001, Sherpa,16012,8344,7668,13847,7210,6637,2165,1134,1031
C0116,00,000,00000,INDIA,109000,109 SHINA,32247,16889,15358,30698,16010,14688,1549,879,670
C0116,00,000,00000,INDIA,109005, Shina,32069,16793,15276,30545,15929,14616,1524,864,660
C0116,00,000,00000,INDIA,109999,109 Others ,178,96,82,153,81,72,25,15,10
C0116,00,000,00000,INDIA,111000,111 TAMANG ,20154,10585,9569,16729,8807,7922,3425,1778,1647
C0116,00,000,00000,INDIA,111001, Tamang,20154,10585,9569,16729,8807,7922,3425,1778,1647
C0116,00,000,00000,INDIA,112000,112 TANGKHUL ,187276,94572,92704,154287,78262,76025,32989,16310,16679
C0116,00,000,00000,INDIA,112008, Tangkhul,187263,94565,92698,154280,78258,76022,32983,16307,16676
C0116,00,000,00000,INDIA,112999,112 Others ,13,7,6,7,4,3,6,3,3
C0116,00,000,00000,INDIA,113000,113 TANGSA,38624,19496,19128,34900,17662,17238,3724,1834,1890
C0116,00,000,00000,INDIA,113024, Tutcha Tangsa,10234,5304,4930,9396,4887,4509,838,417,421
C0116,00,000,00000,INDIA,113999,113 Others,28390,14192,14198,25504,12775,12729,2886,1417,1469
C0116,00,000,00000,INDIA,114000,114 THADO ,229340,114752,114588,211980,106208,105772,17360,8544,8816
C0116,00,000,00000,INDIA,114015, Thado,227114,113578,113536,210285,105317,104968,16829,8261,8568
C0116,00,000,00000,INDIA,114999,114 Others,2226,1174,1052,1695,891,804,531,283,248
C0116,00,000,00000,INDIA,115000,115 TIBETAN ,182685,99795,82890,134889,73058,61831,47796,26737,21059
C0116,00,000,00000,INDIA,115008, Tibetan,83779,49081,34698,48656,28901,19755,35123,20180,14943
C0116,00,000,00000,INDIA,115011, Purkhi,93500,47918,45582,82112,42014,40098,11388,5904,5484
C0116,00,000,00000,INDIA,115999,115 Others,5406,2796,2610,4121,2143,1978,1285,653,632
C0116,00,000,00000,INDIA,116000,116 TRIPURI ,1011294,510715,500579,972527,491057,481470,38767,19658,19109
C0116,00,000,00000,INDIA,116007, Kokbarak,917900,463044,454856,881728,444840,436888,36172,18204,17968
C0116,00,000,00000,INDIA,116011, Reang,58539,29750,28789,57227,29127,28100,1312,623,689
C0116,00,000,00000,INDIA,116014, Tripuri,33138,17010,16128,31958,16241,15717,1180,769,411
C0116,00,000,00000,INDIA,116999,116 Others ,1717,911,806,1614,849,765,103,62,41
C0116,00,000,00000,INDIA,117000,117 TULU ,1846427,901360,945067,1084487,527329,557158,761940,374031,387909
C0116,00,000,00000,INDIA,117009, Tulu,1841963,899059,942904,1081821,525977,555844,760142,373082,387060
C0116,00,000,00000,INDIA,117999,117 Others ,4464,2301,2163,2666,1352,1314,1798,949,849
C0116,00,000,00000,INDIA,118000,118 VAIPHEI ,42748,21343,21405,38528,19291,19237,4220,2052,2168
C0116,00,000,00000,INDIA,118002, Vaiphei,42748,21343,21405,38528,19291,19237,4220,2052,2168
C0116,00,000,00000,INDIA,119000,119 WANCHO,59154,29786,29368,53413,26792,26621,5741,2994,2747
C0116,00,000,00000,INDIA,119001, Wancho,59154,29786,29368,53413,26792,26621,5741,2994,2747
C0116,00,000,00000,INDIA,120000,120 YIMCHUNGRE,83259,42553,40706,69591,35471,34120,13668,7082,6586
C0116,00,000,00000,INDIA,120001, Chirr,12300,6335,5965,11885,6107,5778,415,228,187
C0116,00,000,00000,INDIA,120004, Tikhir,11071,5710,5361,9344,4787,4557,1727,923,804
C0116,00,000,00000,INDIA,120005, Yimchungre,56538,28762,27776,45029,22840,22189,11509,5922,5587
C0116,00,000,00000,INDIA,120999,120 Others ,3350,1746,1604,3333,1737,1596,17,9,8
C0116,00,000,00000,INDIA,121000,121 ZELIANG ,63529,32144,31385,49744,25524,24220,13785,6620,7165
C0116,00,000,00000,INDIA,121001, Zeliang,63529,32144,31385,49744,25524,24220,13785,6620,7165
